303	69	178	411
303	69	177	403
302	70	178	407
303	69	177	404
301	69	178	404
300	70	179	403
302	70	176	403
302	71	177	406
302	72	178	403
304	72	175	404
305	73	174	403
311	72	166	403
316	76	162	403
319	76	157	402
321	77	150	400
323	79	149	400
318	83	153	394
308	82	151	395
311	84	153	393
307	87	154	391
308	90	155	387
300	90	165	387
300	91	165	386
294	95	169	380
291	96	171	381
289	100	174	376
288	102	169	374
286	102	162	374
283	103	178	372
283	108	168	368
281	108	169	369
281	109	172	366
280	111	167	364
278	113	174	362
277	116	181	360
274	116	177	359
272	118	171	357
269	119	172	356
268	121	208	356
268	124	157	352
268	123	157	353
270	125	153	349
270	123	151	351
269	125	149	352
268	128	150	349
268	129	149	346
268	131	149	347
269	133	146	344
270	135	148	339
268	137	147	337
275	140	137	335
279	141	134	335
278	142	134	335
279	143	135	334
281	145	132	332
283	146	129	331
284	147	129	329
286	149	124	327
289	148	120	326
289	150	117	325
289	151	114	324
291	154	111	321
290	156	111	319
289	158	112	318
290	160	109	315
290	162	109	313
289	164	110	312
289	165	109	311
287	166	110	311
290	168	106	308
290	168	106	306
287	167	110	299
287	169	106	294
286	168	104	292
286	169	103	293
267	162	122	298
196	116	180	360
148	94	165	384
152	95	185	382
161	96	215	381
170	91	213	387
194	89	187	388
207	90	177	387
220	89	159	387
230	90	152	388
243	88	149	386
254	88	146	385
263	89	152	386
265	89	160	386
270	91	162	383
271	90	165	384
274	89	174	387
284	87	182	388
294	81	204	397
294	83	215	394
295	89	211	388
302	83	198	395
305	85	188	391
327	87	173	391
356	87	152	390
375	83	143	394
375	79	154	395
355	77	192	398
348	72	208	405
333	67	241	409
346	70	233	408
392	67	197	408
295	139	292	334
415	78	192	397
280	152	174	324
286	159	168	317
290	158	153	316
289	160	140	313
291	161	128	311
291	164	119	312
288	159	108	315
281	160	111	317
289	154	128	321
274	160	123	318
261	160	133	317
253	161	141	317
241	162	155	316
221	161	175	316
216	161	181	316
211	160	170	316
205	164	178	312
203	164	162	311
204	164	143	312
205	165	139	313
203	165	127	312
201	162	123	313
199	160	113	316
197	161	105	316
191	160	102	317
175	158	111	320
166	158	114	317
157	158	114	318
151	159	112	318
145	158	116	319
138	159	118	318
123	161	127	317
115	160	130	317
109	163	139	314
101	164	143	313
102	162	144	315
99	162	145	313
101	164	138	312
101	164	133	313
99	163	128	313
99	164	115	314
95	160	109	316
90	161	104	314
83	160	102	316
80	160	93	316
