255	99	159	381
255	101	157	374
257	100	156	376
256	101	157	375
258	102	156	376
257	101	157	377
256	102	158	377
259	102	156	372
256	102	159	375
258	100	157	376
257	101	159	376
259	103	158	375
259	102	157	374
259	102	158	374
259	102	158	374
259	102	158	375
259	102	158	373
259	100	159	375
259	101	160	377
259	99	159	376
259	101	160	376
260	99	159	376
260	101	160	376
261	99	159	375
261	101	159	375
260	100	160	377
260	100	160	375
261	101	160	375
261	100	159	374
261	99	159	376
260	100	160	377
261	99	159	376
260	99	160	378
260	98	160	376
258	98	163	378
258	98	162	377
255	98	163	379
253	99	163	377
252	98	163	377
249	99	162	377
248	99	160	376
247	100	160	379
244	101	158	377
243	101	156	376
239	102	155	376
241	100	150	378
240	100	149	378
243	101	142	376
242	102	139	374
245	102	134	375
244	105	133	370
247	103	127	373
243	105	125	371
247	106	118	372
251	109	110	366
250	109	114	367
250	107	121	371
245	108	133	369
244	111	142	368
244	111	146	367
239	112	152	367
241	113	157	364
236	114	161	363
236	114	160	363
235	114	160	363
235	115	162	364
235	115	161	363
234	116	161	362
236	118	160	360
241	118	155	359
240	118	155	359
242	117	152	359
247	118	150	359
247	121	148	356
248	119	148	359
251	122	148	356
250	121	148	357
254	124	145	353
256	124	145	352
258	127	145	348
260	129	145	347
262	130	144	346
262	131	145	345
265	131	143	346
266	131	142	345
271	133	140	343
271	132	138	344
270	133	138	344
273	136	138	340
270	135	140	342
280	137	130	338
273	136	138	340
279	136	132	340
277	139	134	338
278	138	132	339
276	139	135	337
279	138	132	338
280	141	132	337
274	141	131	336
364	128	81	351
287	148	120	331
370	132	126	347
345	137	128	342
394	132	137	347
404	136	134	342
397	134	142	342
395	139	143	338
388	142	148	332
353	144	181	332
393	144	137	332
400	148	130	327
312	150	215	327
108	150	175	329
365	149	143	324
394	149	129	327
370	154	149	325
398	149	121	325
400	154	120	321
398	151	123	322
399	154	121	321
398	153	120	321
394	155	124	322
398	158	117	320
397	156	118	320
396	157	117	317
394	158	120	318
393	159	120	316
399	161	112	313
395	164	113	312
391	162	115	314
396	165	109	312
274	169	228	310
391	161	113	309
280	171	203	302
388	162	113	312
382	156	111	316
390	166	99	304
378	162	109	307
384	165	100	300
374	164	108	303
377	166	102	299
376	166	101	298
374	166	103	297
372	166	102	297
372	167	100	298
370	168	99	296
368	169	97	293
367	171	95	291
368	173	91	291
366	171	91	291
364	173	91	288
363	172	90	289
362	174	89	285
358	174	92	282
357	174	90	279
356	174	88	277
354	175	85	272
342	176	90	271
346	177	89	271
333	177	96	269
335	178	92	271
336	178	92	273
336	178	92	268
337	178	90	267
328	179	98	270
329	180	97	267
327	179	97	267
320	178	102	274
258	174	157	294
167	154	237	319
185	151	225	325
202	149	205	324
217	150	187	326
237	150	166	327
256	152	149	325
267	149	135	327
272	150	128	324
271	152	126	324
274	155	130	321
270	156	163	319
273	153	178	323
275	160	172	318
276	148	175	328
279	154	176	322
275	152	182	326
273	156	180	321
271	154	181	321
273	156	183	322
320	153	138	322
348	155	116	316
353	156	119	317
354	155	130	318
368	157	125	318
365	158	140	316
362	158	173	315
378	156	168	318
379	157	174	316
386	160	173	313
393	160	170	312
397	161	167	310
219	188	91	219
215	194	92	211
211	195	92	212
208	194	90	213
204	194	88	211
201	195	92	210
199	194	90	212
198	194	89	210
197	195	83	207
194	195	80	206
189	195	96	206
294	205	63	189
178	193	78	208
175	195	173	202
418	187	86	235
423	196	91	226
420	195	96	224
426	194	94	226
433	197	93	224
438	197	90	220
441	198	91	220
444	199	92	218
441	201	96	217
448	200	93	216
446	199	95	217
451	198	91	217
