230	107	175	373
229	106	175	371
228	104	175	371
227	106	176	367
228	106	180	366
229	106	175	368
229	107	177	366
230	108	179	366
230	107	177	368
229	106	183	369
230	105	178	368
233	108	181	366
235	107	172	369
237	107	171	366
242	106	168	369
246	106	162	368
249	107	160	369
254	106	156	370
258	106	158	372
263	105	155	370
272	104	151	373
279	104	146	373
280	105	144	370
279	106	141	371
275	107	143	369
276	109	145	366
275	110	148	367
278	111	147	365
279	113	154	364
278	115	162	363
277	116	168	359
276	118	169	357
275	119	170	355
275	122	170	352
275	120	171	354
276	123	169	352
277	122	169	352
278	125	167	349
279	126	167	348
279	127	168	347
278	129	168	345
278	130	166	345
278	132	166	343
277	134	165	342
276	136	163	340
276	139	159	338
275	139	159	337
274	142	158	334
274	145	156	331
272	144	158	332
272	145	156	331
270	144	156	332
267	145	157	330
265	146	158	329
264	147	163	330
259	149	166	328
256	149	167	328
263	149	155	328
257	151	160	326
260	152	155	326
262	153	151	324
264	154	148	321
260	156	150	319
266	158	141	318
267	160	143	316
266	162	140	311
269	164	140	312
269	165	137	309
270	165	134	309
270	168	141	307
278	167	124	306
265	172	131	307
243	172	91	303
169	176	128	302
171	176	128	298
178	176	123	297
184	175	123	300
183	174	188	302
178	175	223	301
178	173	206	302
181	176	211	299
172	177	218	298
174	178	212	295
517	135	122	338
181	185	165	294
181	187	186	292
184	187	162	292
186	188	147	291
496	152	140	326
519	147	120	330
196	188	180	288
266	172	351	301
197	180	183	295
452	154	182	324
203	183	175	296
202	189	162	286
205	192	175	287
206	189	160	286
207	193	157	285
209	195	156	281
212	197	155	280
214	195	157	279
215	194	158	278
215	195	153	275
217	195	152	271
218	195	150	265
219	196	151	265
221	196	136	263
223	200	121	268
225	198	131	260
226	200	134	255
227	199	133	255
228	200	133	254
230	202	127	256
230	203	120	259
242	203	105	262
320	191	233	287
233	196	120	252
242	205	264	266
236	198	241	264
240	200	120	246
248	204	288	274
253	195	210	266
421	181	107	293
428	187	103	284
340	194	191	276
239	202	126	239
245	206	147	242
287	198	228	266
243	201	119	231
257	206	250	257
277	193	193	256
253	204	103	225
282	208	212	254
396	185	99	270
387	187	105	270
370	194	122	261
338	192	155	264
309	194	181	260
365	188	120	263
370	188	117	263
362	192	126	260
364	191	123	261
356	192	126	258
359	191	121	255
347	193	131	251
291	195	183	248
288	192	176	249
291	191	166	247
294	192	163	247
296	192	157	247
298	193	149	247
298	194	143	246
298	197	133	243
295	196	130	243
289	197	129	243
287	199	127	240
285	199	123	240
283	201	125	239
281	201	126	239
275	200	131	239
268	201	138	236
263	201	145	234
259	200	150	232
256	200	157	230
255	201	136	229
249	200	125	230
251	202	117	227
248	203	114	226
248	203	107	225
246	204	106	225
246	203	109	225
243	203	112	224
240	204	116	223
239	204	115	221
236	204	116	220
234	204	119	219
232	203	121	218
230	202	122	217
225	203	125	216
217	202	122	214
212	202	119	214
206	201	119	213
201	202	118	213
198	201	116	213
194	202	115	214
190	202	112	213
186	203	112	213
183	203	107	213
181	204	106	212
177	204	103	212
