245	171	152	309
244	168	150	308
244	168	149	308
244	168	146	309
244	168	145	309
245	168	143	308
243	170	143	309
243	171	141	307
240	170	140	306
239	169	138	309
236	169	135	307
238	169	131	309
242	169	123	309
245	169	116	310
250	170	111	306
252	173	112	305
255	175	113	303
260	176	111	300
265	177	112	299
268	179	113	298
269	179	114	296
268	181	119	295
266	182	123	295
261	184	129	294
259	184	130	290
255	184	133	294
255	188	135	289
254	187	135	289
254	188	134	289
255	189	133	287
256	190	136	287
258	192	135	285
260	194	131	284
262	196	127	280
264	196	124	279
265	197	125	280
265	200	124	276
267	200	121	274
267	201	119	274
269	200	116	277
270	199	114	277
269	199	115	277
263	199	123	278
256	200	129	276
249	201	137	274
249	200	139	275
251	202	137	275
251	203	135	273
251	206	133	270
250	207	131	269
252	208	128	268
251	210	127	265
251	211	124	264
251	211	122	265
252	210	121	265
253	212	118	263
256	208	117	269
259	210	117	267
261	210	120	265
263	210	120	265
262	212	121	264
259	214	124	262
255	215	125	261
256	215	121	260
250	216	121	259
249	215	119	260
236	216	129	259
223	216	141	256
228	214	138	252
232	214	131	247
239	214	125	242
245	214	120	243
251	214	115	240
256	215	112	236
258	216	112	231
259	216	114	235
55	111	120	366
0	86	180	391
3	88	192	387
18	88	198	386
27	90	205	385
35	95	214	382
50	96	208	380
65	100	205	379
93	103	196	373
92	108	238	371
101	105	259	373
118	102	251	375
136	100	240	376
166	101	217	378
197	102	202	375
213	100	203	379
227	100	195	377
243	101	195	378
265	103	230	372
268	105	259	373
275	109	241	367
274	108	237	368
339	111	192	366
336	114	210	364
320	116	243	361
310	116	263	361
299	120	285	359
368	112	234	367
262	131	191	345
263	129	195	347
258	127	188	349
256	128	183	349
245	130	171	349
234	129	161	347
229	129	157	348
221	127	154	349
218	127	143	351
211	126	138	352
209	126	131	350
197	130	145	347
189	130	148	346
180	137	136	339
166	136	141	340
157	140	161	336
