230.05,107.64,175.42000000000002,371.38
228.9,107.64,176.57000000000002,371.38
228.9,108.2,176.57000000000002,370.82
228.9,108.2,177.1,370.82
228.9,108.2,178.20000000000002,370.82
228.9,108.8,178.20000000000002,370.21999999999997
228.9,108.8,178.49999999999997,370.21999999999997
228.9,108.8,178.79999999999998,370.21999999999997
230.6,108.8,177.70000000000002,370.21999999999997
230.0,108.8,178.89999999999998,370.21999999999997
231.1,108.8,177.79999999999998,370.21999999999997
233.3,108.8,176.7,370.21999999999997
235.5,108.8,174.5,370.21999999999997
240.0,108.8,170.0,370.21999999999997
245.0,108.8,165.0,370.21999999999997
250.5,107.1,160.60000000000002,371.91999999999996
252.2,107.1,160.60000000000002,372.9
255.6,106.0,161.70000000000002,374.0
259.5,105.4,160.60000000000002,374.6
266.2,105.4,156.7,374.6
272.3,106.0,151.7,374.0
280.1,107.1,143.89999999999998,372.9
283.5,107.1,140.5,372.9
280.15,108.8,140.5,371.2
277.9,109.9,142.75,370.1
277.9,111.1,144.40000000000003,368.9
277.9,112.2,147.8,367.8
278.5,113.3,153.89999999999998,366.7
279.6,115.0,157.29999999999995,365.0
279.6,116.7,162.29999999999995,363.3
278.5,118.4,169.0,361.6
278.5,119.0,170.2,361.0
277.9,121.2,169.10000000000002,358.8
277.9,121.8,171.90000000000003,358.2
277.9,122.9,171.90000000000003,357.1
277.9,124.0,173.0,356.0
277.9,125.1,174.70000000000005,354.9
277.9,125.7,174.70000000000005,354.3
279.0,127.4,173.0,352.6
279.0,128.7,172.39999999999998,351.3
280.3,130.0,169.8,350.0
280.3,132.6,167.89999999999998,347.4
279.0,134.5,166.60000000000002,345.5
279.0,136.4,163.39999999999998,343.6
277.7,139.0,160.2,341.0
277.7,140.9,157.0,339.1
277.7,142.8,157.0,337.2
276.4,144.7,155.70000000000005,335.3
275.8,146.0,153.7,334.0
275.8,146.0,151.8,334.0
274.5,146.6,152.5,333.4
271.3,147.9,155.09999999999997,332.1
271.3,147.9,156.39999999999998,332.1
268.7,148.5,159.0,331.5
266.8,149.8,159.0,330.2
266.2,151.1,157.0,328.9
266.2,152.4,155.7,327.6
266.2,153.0,153.8,327.0
266.8,154.3,151.3,325.7
267.4,156.2,150.0,323.8
268.0,156.8,150.7,323.2
269.3,159.4,148.8,320.6
271.2,160.7,145.60000000000002,319.3
271.8,162.0,144.39999999999998,318.0
273.1,163.3,141.79999999999995,316.7
274.4,165.2,139.20000000000005,314.8
275.0,166.5,134.8,313.5
275.6,167.1,130.39999999999998,312.9
276.2,167.1,126.60000000000002,312.9
277.5,168.4,120.80000000000001,311.6
277.5,168.4,119.5,311.6
280.7,170.3,115.69999999999999,309.7
281.3,170.3,113.80000000000001,309.7
284.5,171.6,110.60000000000002,308.4
285.1,171.6,111.89999999999998,308.4
287.0,172.9,111.30000000000001,307.1
288.9,173.5,109.40000000000003,306.5
290.2,175.4,106.80000000000001,304.6
290.2,176.7,104.5,303.3
290.8,177.3,102.39999999999998,302.7
291.4,179.9,99.90000000000003,300.1
291.4,180.5,99.90000000000003,299.5
291.4,181.8,98.0,298.2
290.8,183.1,98.59999999999997,296.9
290.45,183.1,98.94999999999999,296.9
290.1,183.1,99.29999999999995,296.9
288.6,183.1,98.5,296.9
288.6,184.6,97.69999999999999,295.4
288.6,185.0,97.69999999999999,295.0
288.6,185.4,97.69999999999999,294.6
288.6,186.2,97.69999999999999,289.2
288.6,187.0,97.69999999999999,284.6
289.4,187.8,96.10000000000002,283.8
289.4,188.6,94.60000000000002,280.70000000000005
290.2,189.4,93.0,279.9
290.2,190.2,92.19999999999999,277.6
290.2,191.0,91.40000000000003,276.8
291.0,191.8,90.60000000000002,276.0
291.0,193.3,90.60000000000002,274.5
292.5,194.8,89.10000000000002,270.7
294.0,196.3,86.10000000000002,267.7
294.8,197.1,85.30000000000001,265.4
296.3,197.1,81.5,263.1
296.3,197.1,80.69999999999999,260.79999999999995
297.8,197.1,76.89999999999998,258.5
298.6,197.9,76.09999999999997,254.6
300.1,197.9,74.59999999999997,251.49999999999997
300.9,197.9,73.80000000000001,247.70000000000002
300.9,197.9,73.0,245.4
301.7,197.9,72.19999999999999,244.6
302.5,199.4,71.39999999999998,241.6
302.5,199.4,70.60000000000002,240.79999999999998
302.5,200.2,69.80000000000001,240.0
302.5,201.7,69.80000000000001,238.5
302.5,202.5,69.80000000000001,236.89999999999998
304.0,203.3,65.30000000000001,235.3
304.0,204.8,64.5,232.3
304.0,204.8,63.69999999999999,230.0
304.0,205.6,66.0,229.20000000000002
304.0,205.6,67.5,226.9
304.0,205.6,68.30000000000001,226.9
304.0,205.6,68.30000000000001,223.1
304.0,205.6,68.30000000000001,220.00000000000003
304.8,205.6,65.89999999999998,214.6
304.8,206.4,62.80000000000001,211.49999999999997
306.3,206.4,61.30000000000001,211.49999999999997
306.3,207.2,60.5,210.7
306.3,208.0,59.0,209.10000000000002
307.8,208.8,56.0,208.3
309.3,209.6,53.69999999999999,206.70000000000002
310.1,210.4,52.099999999999966,205.1
311.4,211.9,49.5,200.99999999999997
312.7,212.5,46.900000000000034,198.5
314.0,212.5,45.0,197.89999999999998
314.6,212.5,43.799999999999955,197.89999999999998
315.9,212.5,42.5,196.60000000000002
317.9,213.1,41.10000000000002,190.20000000000002
319.2,213.1,39.80000000000001,189.6
320.5,213.1,37.89999999999998,189.00000000000003
321.1,213.7,36.0,184.5
321.1,213.7,34.099999999999966,184.5
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
298.1,222.0,36.0,151.3
298.1,222.0,36.0,154.5
298.1,222.6,36.599999999999966,153.9
298.4,222.9,36.30000000000001,153.6
298.7,223.2,36.0,153.3
298.7,223.2,36.0,144.40000000000003
298.7,223.2,41.80000000000001,134.2
298.7,223.8,41.80000000000001,69.69999999999999
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
317.2,227.1,22.69999999999999,39.599999999999994
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
324.2,228.4,34.900000000000034,142.49999999999997
321.0,228.4,38.10000000000002,142.49999999999997
318.4,228.4,37.5,142.49999999999997
318.1,228.4,37.799999999999955,142.49999999999997
317.8,228.4,38.099999999999966,142.49999999999997
314.6,228.4,41.299999999999955,142.49999999999997
310.8,228.4,45.099999999999966,142.49999999999997
304.4,228.4,51.5,142.49999999999997
304.4,228.4,51.5,140.6
301.8,228.4,54.099999999999966,140.6
301.8,228.4,54.099999999999966,137.4
301.8,228.4,52.80000000000001,136.79999999999998
