272	92	166	387
273	89	158	387
273	91	157	385
273	89	149	389
272	89	144	389
272	89	138	387
268	90	137	387
267	92	134	387
270	94	130	384
273	95	125	383
277	97	118	381
277	97	115	380
274	98	115	377
274	100	115	378
273	100	123	378
268	102	133	376
264	104	146	372
260	105	156	372
257	105	162	369
253	107	170	369
250	109	174	369
247	110	177	368
249	112	176	365
244	112	179	365
245	114	177	363
245	114	174	364
246	113	170	364
248	113	165	364
251	113	160	364
252	114	156	362
252	115	157	362
252	116	154	363
253	116	150	362
254	118	149	360
253	119	150	360
254	120	146	357
256	121	147	356
253	122	148	355
256	123	146	355
255	125	146	353
257	126	146	351
258	128	144	350
258	129	146	349
259	129	144	348
260	130	143	347
260	130	142	348
261	131	142	346
262	132	140	346
263	132	142	345
262	132	142	345
264	133	140	345
266	134	137	343
267	134	135	343
268	136	133	341
269	137	134	340
269	138	132	339
270	139	129	338
273	140	127	337
269	142	129	333
272	144	127	333
269	146	126	331
272	146	125	330
269	148	124	330
272	148	120	328
270	149	121	328
271	149	120	328
271	149	119	327
272	150	117	327
272	151	114	327
272	152	113	326
273	153	112	325
273	153	111	325
273	154	109	325
275	156	107	323
276	156	107	322
276	158	105	320
277	159	106	320
279	161	103	316
279	162	103	316
280	163	102	315
281	165	101	313
283	164	101	314
285	165	99	312
285	165	98	312
285	165	99	311
286	166	98	310
286	167	98	309
288	168	97	308
288	168	96	307
288	169	94	305
289	170	94	305
290	170	92	304
291	172	92	301
288	172	93	301
288	176	94	299
288	176	93	298
289	178	91	296
290	180	92	292
290	180	91	292
290	181	91	285
291	180	88	283
292	181	87	278
293	181	85	269
293	181	85	264
292	182	85	263
293	182	84	261
294	182	83	259
294	183	83	258
293	184	83	258
294	184	82	258
294	185	84	257
295	185	82	256
296	188	81	254
298	188	78	254
299	189	77	251
300	190	80	248
301	191	77	246
301	189	77	243
301	190	75	241
302	190	74	235
302	190	74	234
303	190	73	233
304	191	72	233
304	192	72	231
304	192	71	230
304	192	72	229
305	193	71	228
303	193	73	227
305	195	71	225
304	195	71	224
303	197	71	222
304	197	70	222
304	199	69	220
303	199	68	218
304	199	106	213
303	199	70	212
304	199	69	209
303	199	71	205
302	199	69	203
304	200	67	205
304	199	68	204
303	200	67	203
303	201	67	203
304	201	67	202
304	201	67	202
304	203	67	202
305	203	66	202
306	204	65	200
306	204	64	199
307	205	63	197
308	206	63	195
308	206	64	196
309	206	63	193
308	206	63	190
308	206	63	189
307	207	63	187
308	206	62	187
308	208	63	186
308	207	62	185
309	207	62	185
308	208	62	184
308	208	63	184
307	208	61	183
308	209	61	183
