300	71	178	408
301	67	175	408
301	67	174	409
300	68	176	407
301	67	175	408
302	67	172	410
302	67	171	410
303	68	168	408
304	69	168	408
305	70	169	407
306	71	164	407
308	73	159	404
314	77	147	399
317	78	142	399
319	81	126	397
318	86	54	386
319	83	130	396
312	86	137	391
309	85	141	392
303	88	150	391
302	89	152	387
292	91	166	387
292	91	165	387
290	94	164	383
290	97	161	381
289	100	159	377
286	103	156	376
284	104	152	374
282	107	153	371
282	108	152	370
280	110	152	369
279	111	152	367
277	113	152	366
274	116	153	360
272	117	153	362
270	119	154	359
266	120	156	359
266	121	153	356
263	123	154	355
263	124	153	355
261	126	155	352
260	126	155	351
264	126	152	351
264	128	151	350
266	128	148	349
270	130	144	347
272	131	140	347
275	134	137	342
276	136	136	341
278	138	134	339
282	140	128	336
284	144	125	333
284	145	123	332
285	147	123	331
285	148	122	329
284	149	120	329
284	150	122	328
284	150	120	326
285	151	121	326
286	151	117	327
286	153	117	323
286	154	116	325
287	156	114	320
287	158	111	320
287	160	111	318
288	163	108	315
286	165	107	314
288	165	105	311
286	167	105	311
286	168	104	309
286	168	102	301
287	168	100	291
286	168	100	285
287	170	98	282
287	169	97	278
288	170	97	277
289	171	96	274
291	173	95	273
295	174	91	274
298	176	87	273
305	179	82	267
308	179	78	262
315	181	71	248
306	182	71	242
307	182	67	220
309	180	49	216
326	179	39	192
331	171	48	140
283	162	82	202
283	158	62	233
305	159	56	176
302	167	73	164
301	177	42	184
298	219	49	150
299	190	67	226
297	190	74	222
297	190	70	221
295	193	70	221
295	193	76	222
295	193	77	220
294	193	73	216
293	193	72	211
294	193	72	210
294	191	71	209
294	192	72	208
294	192	74	208
294	193	72	207
295	194	68	205
295	196	67	205
295	198	64	205
296	198	60	204
297	198	56	203
297	191	54	208
297	200	52	202
299	200	51	193
295	191	59	204
298	197	61	190
292	196	68	184
317	208	44	168
307	205	45	176
311	194	46	175
306	198	54	175
306	202	53	181
307	202	52	180
312	204	49	179
309	205	50	179
305	206	55	178
301	208	59	177
299	208	59	176
298	209	59	174
297	209	59	173
297	209	58	170
297	209	58	168
297	209	57	168
297	208	58	166
297	207	58	167
297	208	57	165
300	208	56	167
299	207	56	167
299	208	57	165
300	211	56	163
299	211	57	164
300	211	56	163
300	212	56	160
299	214	56	158
299	213	55	157
300	213	55	156
300	214	54	156
302	214	53	153
302	212	53	155
301	215	53	153
300	214	55	153
300	215	53	152
300	213	54	154
