238	168	151	311
239	166	153	313
239	167	155	311
238	166	156	310
238	167	156	310
236	168	158	308
236	168	156	309
234	170	154	309
231	168	153	309
228	169	149	309
229	169	143	309
230	169	133	309
229	168	124	309
233	168	118	309
238	170	119	307
242	172	121	306
245	173	124	305
247	173	125	304
248	175	126	303
250	176	125	302
247	178	126	300
244	179	126	299
241	179	128	298
236	180	130	297
233	180	134	296
230	182	139	295
228	183	141	293
228	183	141	294
227	185	142	292
230	186	141	291
232	186	139	290
233	189	139	289
236	190	138	287
240	193	133	285
241	194	132	284
244	196	132	281
246	195	131	282
247	195	130	281
248	196	129	282
248	196	128	281
245	195	132	282
240	195	137	282
236	196	143	282
232	196	148	281
230	197	152	279
225	198	156	278
225	201	155	275
224	202	155	274
223	204	156	272
223	206	155	272
223	206	154	271
220	206	157	272
214	206	161	270
214	207	156	269
213	206	154	271
214	206	149	272
219	205	142	271
221	206	137	273
223	207	135	272
227	207	131	270
230	210	129	267
232	210	128	266
238	212	123	266
239	213	121	264
242	213	118	263
244	213	115	261
248	213	109	260
250	214	106	259
252	215	103	256
256	214	100	254
258	214	97	252
261	215	94	249
263	215	93	247
263	216	95	245
263	217	96	244
263	218	97	241
265	219	96	239
266	221	96	236
268	222	91	237
268	222	85	228
270	222	79	228
271	221	72	222
273	222	64	213
275	221	57	214
276	220	53	207
277	220	47	192
274	220	45	122
177	201	81	241
172	195	203	227
249	148	124	296
266	197	101	231
304	220	61	211
301	226	57	181
294	227	65	207
288	227	70	204
283	228	76	200
282	228	73	199
280	226	72	199
288	227	55	199
293	226	48	79
295	227	38	65
301	229	29	56
304	218	29	57
260	197	26	80
262	193	63	136
326	222	29	137
323	211	28	140
310	200	42	149
305	199	50	157
301	199	53	101
293	207	31	92
286	232	31	124
279	231	47	178
275	230	56	183
274	230	59	175
273	232	65	175
272	231	68	170
272	231	69	171
272	232	70	171
269	233	72	170
269	234	70	168
270	234	70	168
275	234	68	166
279	235	63	164
281	234	61	161
282	235	60	161
283	235	59	159
283	234	59	158
283	234	58	159
284	234	58	157
285	234	58	157
284	236	59	157
283	235	59	155
283	237	60	155
284	238	60	154
286	238	57	153
287	238	55	153
